timestamp;sensor;temp;umid;tsr;timestamp_10min
2004-02-28 23:59:18.000;3;19.53;47.06;48.76;2004-02-29 00:00:00.000
2004-02-29 02:00:50.000;3;18.81;41.08;48.76;2004-02-29 02:00:00.000
2004-02-29 04:00:20.000;3;18.24;46.04;48.76;2004-02-29 04:00:00.000
2004-02-29 06:00:50.000;3;17.80;47.82;46.92;2004-02-29 06:00:00.000
2004-02-29 08:01:20.000;3;17.80;47.95;279.68;2004-02-29 08:00:00.000
2004-02-29 10:00:59.000;3;19.71;49.58;353.28;2004-02-29 10:00:00.000
2004-02-29 12:00:19.000;3;20.85;51.31;309.12;2004-02-29 12:00:00.000
2004-02-29 14:00:20.000;3;21.14;48.79;235.52;2004-02-29 14:00:00.000
2004-02-29 16:00:19.000;3;20.32;49.90;121.44;2004-02-29 16:00:00.000
2004-02-29 18:00:53.000;3;19.73;51.93;50.6;2004-02-29 18:00:00.000
2004-02-29 20:00:22.000;3;19.33;51.35;48.76;2004-02-29 20:00:00.000
2004-02-29 22:00:33.000;3;19.07;49.46;48.76;2004-02-29 22:00:00.000
2004-02-29 23:58:29.000;3;18.77;46.42;48.76;2004-03-01 00:00:00.000
2004-03-01 01:59:23.000;3;18.41;49.72;48.76;2004-03-01 02:00:00.000
2004-03-01 03:58:20.000;3;18.16;54.14;48.76;2004-03-01 04:00:00.000
2004-03-01 06:00:03.000;3;17.80;58.18;46.92;2004-03-01 06:00:00.000
2004-03-01 08:00:21.000;3;22.06;43.69;82.8;2004-03-01 08:00:00.000
2004-03-01 10:00:01.000;3;23.42;38.52;121.44;2004-03-01 10:00:00.000
2004-03-01 12:00:52.000;3;24.22;41.26;209.76;2004-03-01 12:00:00.000
2004-03-01 14:00:28.000;3;25.43;40.11;172.96;2004-03-01 14:00:00.000
2004-03-01 16:00:27.000;3;25.01;42.67;114.08;2004-03-01 16:00:00.000
2004-03-01 17:59:26.000;3;25.08;40.89;53.36;2004-03-01 18:00:00.000
2004-03-01 20:00:17.000;3;21.14;50.83;35.88;2004-03-01 20:00:00.000
