timestamp;sensor;temp;umid;tsr;timestamp_10min
2004-02-29 00:00:48.000;25;18.38;48.03;0.92;2004-02-29 00:00:00.000
2004-02-29 01:59:49.000;25;17.10;49.95;0.92;2004-02-29 02:00:00.000
2004-02-29 03:59:48.000;25;16.12;49.53;0.92;2004-02-29 04:00:00.000
2004-02-29 05:59:19.000;25;15.34;49.84;0.92;2004-02-29 06:00:00.000
2004-02-29 07:59:50.000;25;15.96;56.03;1023.04;2004-02-29 08:00:00.000
2004-02-29 10:00:28.000;25;21.24;41.12;1670.72;2004-02-29 10:00:00.000
2004-02-29 11:59:50.000;25;22.69;40.08;1788.48;2004-02-29 12:00:00.000
2004-02-29 13:59:50.000;25;22.98;36.04;1317.44;2004-02-29 14:00:00.000
2004-02-29 15:59:56.000;25;21.02;45.17;507.84;2004-02-29 16:00:00.000
2004-02-29 18:00:01.000;25;19.45;43.56;101.2;2004-02-29 18:00:00.000
2004-02-29 19:59:59.000;25;18.78;50.33;90.16;2004-02-29 20:00:00.000
2004-02-29 21:59:51.000;25;18.41;50.66;90.16;2004-02-29 22:00:00.000
2004-02-29 23:59:54.000;25;18.00;51.77;90.16;2004-03-01 00:00:00.000
2004-03-01 01:59:51.000;25;17.33;46.26;86.48;2004-03-01 02:00:00.000
2004-03-01 04:00:20.000;25;16.86;56.18;86.48;2004-03-01 04:00:00.000
2004-03-01 05:59:51.000;25;15.98;58.16;79.12;2004-03-01 06:00:00.000
2004-03-01 07:59:51.000;25;24.16;37.98;250.24;2004-03-01 08:00:00.000
2004-03-01 10:00:21.000;25;25.81;36.34;412.16;2004-03-01 10:00:00.000
2004-03-01 11:59:52.000;25;29.34;29.08;1081.92;2004-03-01 12:00:00.000
2004-03-01 14:00:24.000;25;31.34;29.42;655.04;2004-03-01 14:00:00.000
2004-03-01 16:00:01.000;25;31.24;26.34;368;2004-03-01 16:00:00.000
2004-03-01 17:59:52.000;25;31.05;25.00;114.08;2004-03-01 18:00:00.000
2004-03-01 19:59:22.000;25;21.32;45.99;101.2;2004-03-01 20:00:00.000
2004-03-01 21:59:53.000;25;20.36;44.23;101.2;2004-03-01 22:00:00.000
2004-03-02 00:00:45.000;25;19.17;47.94;97.52;2004-03-02 00:00:00.000
2004-03-02 02:00:27.000;25;17.90;43.75;0.92;2004-03-02 02:00:00.000
2004-03-02 03:59:59.000;25;17.17;48.34;0.46;2004-03-02 04:00:00.000
2004-03-02 05:59:23.000;25;16.51;44.74;0.46;2004-03-02 06:00:00.000
2004-03-02 07:59:54.000;25;27.91;26.84;890.56;2004-03-02 08:00:00.000
2004-03-02 09:59:45.000;25;32.82;23.30;1847.36;2004-03-02 10:00:00.000
2004-03-02 12:00:03.000;25;32.10;21.40;1847.36;2004-03-02 12:00:00.000
2004-03-02 14:00:13.000;25;31.09;22.47;1847.36;2004-03-02 14:00:00.000
2004-03-02 16:00:14.000;25;29.01;23.33;861.12;2004-03-02 16:00:00.000
2004-03-02 17:57:54.000;25;23.87;31.06;35.88;2004-03-02 18:00:00.000
2004-03-02 19:59:59.000;25;22.17;34.39;86.48;2004-03-02 20:00:00.000
2004-03-02 21:59:55.000;25;20.89;35.38;86.48;2004-03-02 22:00:00.000
2004-03-02 23:59:55.000;25;19.99;34.36;86.48;2004-03-03 00:00:00.000
2004-03-03 01:59:58.000;25;19.21;35.08;0.46;2004-03-03 02:00:00.000
2004-03-03 04:00:56.000;25;18.23;31.65;0.46;2004-03-03 04:00:00.000
2004-03-03 06:00:58.000;25;17.94;36.43;0.46;2004-03-03 06:00:00.000
2004-03-03 08:00:26.000;25;30.49;22.04;831.68;2004-03-03 08:00:00.000
2004-03-03 10:00:27.000;25;33.86;18.10;1847.36;2004-03-03 10:00:00.000
2004-03-03 12:00:26.000;25;32.72;18.54;507.84;2004-03-03 12:00:00.000
2004-03-03 13:59:57.000;25;32.91;22.30;412.16;2004-03-03 14:00:00.000
2004-03-03 15:59:31.000;25;33.10;22.85;1140.8;2004-03-03 16:00:00.000
2004-03-03 18:00:59.000;25;32.90;23.29;104.88;2004-03-03 18:00:00.000
2004-03-03 19:59:57.000;25;23.03;39.12;93.84;2004-03-03 20:00:00.000
2004-03-03 21:59:56.000;25;21.87;38.47;86.48;2004-03-03 22:00:00.000
2004-03-03 23:59:27.000;25;20.28;43.19;0.92;2004-03-04 00:00:00.000
2004-03-04 02:00:04.000;25;18.96;39.80;0.46;2004-03-04 02:00:00.000
2004-03-04 04:00:03.000;25;18.21;39.51;0.46;2004-03-04 04:00:00.000
2004-03-04 05:59:58.000;25;17.66;46.61;0.92;2004-03-04 06:00:00.000
2004-03-04 07:59:58.000;25;28.01;25.12;713.92;2004-03-04 08:00:00.000
2004-03-04 09:59:57.000;25;33.40;21.20;1847.36;2004-03-04 10:00:00.000
2004-03-04 11:59:58.000;25;36.23;18.71;1847.36;2004-03-04 12:00:00.000
2004-03-04 13:59:58.000;25;32.74;23.19;1847.36;2004-03-04 14:00:00.000
2004-03-04 16:00:06.000;25;26.77;32.60;802.24;2004-03-04 16:00:00.000
2004-03-04 18:00:07.000;25;23.68;38.99;104.88;2004-03-04 18:00:00.000
2004-03-04 20:00:03.000;25;22.04;40.50;86.48;2004-03-04 20:00:00.000
2004-03-04 21:59:32.000;25;21.05;37.96;82.8;2004-03-04 22:00:00.000
2004-03-05 00:00:06.000;25;20.62;44.92;86.48;2004-03-05 00:00:00.000
2004-03-05 02:00:32.000;25;19.74;44.97;86.48;2004-03-05 02:00:00.000
2004-03-05 04:00:06.000;25;18.55;40.05;1.38;2004-03-05 04:00:00.000
2004-03-05 06:00:06.000;25;18.20;42.06;0.92;2004-03-05 06:00:00.000
2004-03-05 07:59:36.000;25;29.26;24.27;713.92;2004-03-05 08:00:00.000
2004-03-05 09:59:36.000;25;33.15;22.91;1670.72;2004-03-05 10:00:00.000
2004-03-05 12:00:04.000;25;27.57;29.16;1140.8;2004-03-05 12:00:00.000
2004-03-05 13:59:31.000;25;29.20;27.41;1847.36;2004-03-05 14:00:00.000
2004-03-05 16:00:00.000;25;26.14;34.09;1199.68;2004-03-05 16:00:00.000
2004-03-05 18:00:01.000;25;23.74;39.81;128.8;2004-03-05 18:00:00.000
2004-03-05 20:00:01.000;25;21.97;45.44;97.52;2004-03-05 20:00:00.000
2004-03-05 21:59:31.000;25;20.78;43.84;97.52;2004-03-05 22:00:00.000
2004-03-06 00:00:32.000;25;19.98;48.85;93.84;2004-03-06 00:00:00.000
2004-03-06 02:00:32.000;25;19.00;51.71;90.16;2004-03-06 02:00:00.000
2004-03-06 04:00:02.000;25;18.85;45.99;90.16;2004-03-06 04:00:00.000
2004-03-06 06:00:02.000;25;18.32;53.17;86.48;2004-03-06 06:00:00.000
2004-03-06 08:00:03.000;25;20.77;45.99;831.68;2004-03-06 08:00:00.000
2004-03-06 09:59:32.000;25;27.45;29.25;1847.36;2004-03-06 10:00:00.000
2004-03-06 12:00:05.000;25;30.34;27.77;1847.36;2004-03-06 12:00:00.000
2004-03-06 13:59:35.000;25;29.83;29.45;1729.6;2004-03-06 14:00:00.000
2004-03-06 16:00:03.000;25;27.44;35.81;596.16;2004-03-06 16:00:00.000
2004-03-06 18:00:06.000;25;24.10;41.14;150.88;2004-03-06 18:00:00.000
2004-03-06 20:00:04.000;25;22.67;45.67;101.2;2004-03-06 20:00:00.000
2004-03-06 22:00:12.000;25;21.66;45.63;101.2;2004-03-06 22:00:00.000
2004-03-07 00:00:05.000;25;20.79;42.40;101.2;2004-03-07 00:00:00.000
2004-03-07 01:58:34.000;25;19.70;49.63;0.92;2004-03-07 02:00:00.000
2004-03-07 04:00:05.000;25;19.06;52.95;0.92;2004-03-07 04:00:00.000
2004-03-07 06:00:15.000;25;18.53;47.35;0.92;2004-03-07 06:00:00.000
2004-03-07 08:00:08.000;25;21.75;43.87;743.36;2004-03-07 08:00:00.000
2004-03-07 09:59:39.000;25;28.55;31.21;1847.36;2004-03-07 10:00:00.000
2004-03-07 11:59:35.000;25;30.94;30.66;1847.36;2004-03-07 12:00:00.000
2004-03-07 13:58:35.000;25;31.67;26.15;1847.36;2004-03-07 14:00:00.000
2004-03-07 15:59:06.000;25;29.52;30.31;920;2004-03-07 16:00:00.000
2004-03-07 17:59:35.000;25;26.02;35.46;136.16;2004-03-07 18:00:00.000
2004-03-07 20:00:04.000;25;23.88;40.01;101.2;2004-03-07 20:00:00.000
2004-03-07 22:00:10.000;25;23.01;43.66;101.2;2004-03-07 22:00:00.000
2004-03-08 00:00:06.000;25;22.45;45.47;101.2;2004-03-08 00:00:00.000
2004-03-08 01:59:43.000;25;21.60;42.78;97.52;2004-03-08 02:00:00.000
2004-03-08 04:00:06.000;25;21.07;43.51;97.52;2004-03-08 04:00:00.000
2004-03-08 06:00:32.000;25;20.59;43.07;97.52;2004-03-08 06:00:00.000
2004-03-08 08:00:32.000;25;32.48;28.87;802.24;2004-03-08 08:00:00.000
2004-03-08 10:00:07.000;25;35.84;22.86;1847.36;2004-03-08 10:00:00.000
2004-03-08 12:00:30.000;25;32.29;26.21;1847.36;2004-03-08 12:00:00.000
2004-03-08 13:59:30.000;25;31.91;30.22;1847.36;2004-03-08 14:00:00.000
2004-03-08 15:59:34.000;25;29.49;32.65;890.56;2004-03-08 16:00:00.000
2004-03-08 18:00:01.000;25;24.80;40.22;136.16;2004-03-08 18:00:00.000
2004-03-08 20:00:16.000;25;25.28;37.69;101.2;2004-03-08 20:00:00.000
2004-03-08 22:00:01.000;25;24.66;34.28;101.2;2004-03-08 22:00:00.000
2004-03-09 00:00:04.000;25;23.90;39.06;101.2;2004-03-09 00:00:00.000
2004-03-09 02:00:01.000;25;23.01;39.40;0.46;2004-03-09 02:00:00.000
2004-03-09 04:00:32.000;25;22.03;37.09;0.46;2004-03-09 04:00:00.000
2004-03-09 05:59:36.000;25;21.58;41.41;0.46;2004-03-09 06:00:00.000
2004-03-09 08:00:15.000;25;30.15;26.31;743.36;2004-03-09 08:00:00.000
2004-03-09 10:00:34.000;25;28.83;31.13;1847.36;2004-03-09 10:00:00.000
2004-03-09 12:00:02.000;25;30.38;32.37;1847.36;2004-03-09 12:00:00.000
2004-03-09 14:00:02.000;25;30.12;32.93;1847.36;2004-03-09 14:00:00.000
2004-03-09 16:00:03.000;25;26.68;41.66;890.56;2004-03-09 16:00:00.000
2004-03-09 18:00:03.000;25;23.35;47.89;136.16;2004-03-09 18:00:00.000
