timestamp;sensor;temp;umid;tsr;timestamp_10min
2004-02-28 23:59:51.000;24;23.56;53.83;1.794;2004-02-29 00:00:00.000
2004-02-29 02:00:19.000;24;21.69;57.87;1.794;2004-02-29 02:00:00.000
2004-02-29 03:59:48.000;24;20.48;61.97;1.794;2004-02-29 04:00:00.000
2004-02-29 05:59:49.000;24;19.61;65.67;1.794;2004-02-29 06:00:00.000
2004-02-29 07:59:54.000;24;20.35;63.57;775.0;2004-02-29 08:00:00.000
2004-02-29 10:00:02.000;24;27.23;48.49;928.1;2004-02-29 10:00:00.000
2004-02-29 11:59:54.000;24;29.86;44.90; 1406;2004-02-29 12:00:00.000
2004-02-29 13:59:49.000;24;29.71;46.52; 1081;2004-02-29 14:00:00.000
2004-02-29 15:59:50.000;24;26.84;52.43;440.1;2004-02-29 16:00:00.000
2004-02-29 18:00:20.000;24;25.41;54.05;167.4;2004-02-29 18:00:00.000
2004-02-29 20:00:02.000;24;24.61;54.88;167.4;2004-02-29 20:00:00.000
2004-02-29 21:59:50.000;24;24.12;55.79;167.4;2004-02-29 22:00:00.000
2004-02-29 23:59:50.000;24;23.54;57.35;157.9;2004-03-01 00:00:00.000
2004-03-01 01:59:51.000;24;22.60;60.23;157.9;2004-03-01 02:00:00.000
2004-03-01 03:59:21.000;24;21.97;61.50;148.3;2004-03-01 04:00:00.000
2004-03-01 05:59:51.000;24;20.80;65.17;141.1;2004-03-01 06:00:00.000
2004-03-01 07:59:52.000;24;30.98;43.45;282.3;2004-03-01 08:00:00.000
2004-03-01 09:59:51.000;24;33.36;41.81;382.7;2004-03-01 10:00:00.000
2004-03-01 11:59:52.000;24;37.68;37.67;889.8;2004-03-01 12:00:00.000
2004-03-01 14:00:22.000;24;39.25;35.95;593.2;2004-03-01 14:00:00.000
2004-03-01 15:59:39.000;24;38.95;34.78;382.7;2004-03-01 16:00:00.000
2004-03-01 18:00:04.000;24;38.50;33.84;196.1;2004-03-01 18:00:00.000
2004-03-01 20:00:01.000;24;28.07;51.20;186.6;2004-03-01 20:00:00.000
2004-03-01 22:00:00.000;24;26.72;52.52;186.6;2004-03-01 22:00:00.000
2004-03-02 00:00:12.000;24;25.20;53.66;186.6;2004-03-02 00:00:00.000
2004-03-02 01:59:53.000;24;22.85;55.53;1.196;2004-03-02 02:00:00.000
2004-03-02 03:59:23.000;24;21.87;57.18;1.196;2004-03-02 04:00:00.000
2004-03-02 05:59:31.000;24;21.12;58.81;1.196;2004-03-02 06:00:00.000
2004-03-02 07:59:57.000;24;36.30;32.43;813.3;2004-03-02 08:00:00.000
2004-03-02 09:59:17.000;24;42.36;25.71; 2095;2004-03-02 10:00:00.000
2004-03-02 11:59:55.000;24;39.53;26.43; 2402;2004-03-02 12:00:00.000
2004-03-02 14:00:11.000;24;39.54;24.79; 1866;2004-03-02 14:00:00.000
2004-03-02 16:00:49.000;24;36.62;27.87;660.2;2004-03-02 16:00:00.000
2004-03-02 18:00:44.000;24;30.55;34.50;63.39;2004-03-02 18:00:00.000
2004-03-02 19:59:55.000;24;29.23;36.64;186.6;2004-03-02 20:00:00.000
2004-03-02 22:00:30.000;24;27.78;36.83;186.6;2004-03-02 22:00:00.000
2004-03-02 23:59:59.000;24;26.62;37.29;186.6;2004-03-03 00:00:00.000
2004-03-03 02:00:00.000;24;24.81;37.90;1.196;2004-03-03 02:00:00.000
2004-03-03 03:59:56.000;24;23.48;38.96;1.196;2004-03-03 04:00:00.000
2004-03-03 05:59:26.000;24;22.90;39.70;1.196;2004-03-03 06:00:00.000
2004-03-03 07:59:55.000;24;39.82;22.36;851.6;2004-03-03 08:00:00.000
2004-03-03 09:59:55.000;24;44.19;19.87; 1713;2004-03-03 10:00:00.000
2004-03-03 11:59:55.000;24;40.95;22.95;401.9;2004-03-03 12:00:00.000
2004-03-03 13:59:56.000;24;40.58;26.09;459.3;2004-03-03 14:00:00.000
2004-03-03 15:59:56.000;24;40.95;26.33; 1005;2004-03-03 16:00:00.000
2004-03-03 17:59:59.000;24;40.02;28.15;177.0;2004-03-03 18:00:00.000
2004-03-03 20:00:03.000;24;30.25;41.58;186.6;2004-03-03 20:00:00.000
2004-03-03 21:59:57.000;24;28.79;43.45;186.6;2004-03-03 22:00:00.000
2004-03-03 23:59:27.000;24;26.09;47.37;2.392;2004-03-04 00:00:00.000
2004-03-04 02:00:00.000;24;24.43;49.82;1.196;2004-03-04 02:00:00.000
2004-03-04 04:00:27.000;24;23.35;50.71;1.196;2004-03-04 04:00:00.000
2004-03-04 06:00:04.000;24;22.60;51.81;2.392;2004-03-04 06:00:00.000
2004-03-04 07:59:57.000;24;34.80;31.91;698.5;2004-03-04 08:00:00.000
2004-03-04 09:59:58.000;24;42.94;23.63; 1942;2004-03-04 10:00:00.000
2004-03-04 12:00:58.000;24;45.83;21.29; 2402;2004-03-04 12:00:00.000
2004-03-04 13:59:28.000;24;41.71;26.33; 1713;2004-03-04 14:00:00.000
2004-03-04 16:00:07.000;24;34.13;36.83;736.7;2004-03-04 16:00:00.000
2004-03-04 18:00:29.000;24;30.24;44.17;196.1;2004-03-04 18:00:00.000
2004-03-04 20:00:31.000;24;28.85;46.02;186.6;2004-03-04 20:00:00.000
2004-03-04 21:59:58.000;24;27.53;48.18;186.6;2004-03-04 22:00:00.000
2004-03-04 23:59:02.000;24;26.84;48.62;186.6;2004-03-05 00:00:00.000
2004-03-05 02:00:09.000;24;25.82;49.51;186.6;2004-03-05 02:00:00.000
2004-03-05 04:00:07.000;24;23.84;52.08;2.392;2004-03-05 04:00:00.000
2004-03-05 06:00:04.000;24;23.23;53.00;2.392;2004-03-05 06:00:00.000
2004-03-05 08:08:02.000;24;37.26;31.20;851.6;2004-03-05 08:00:00.000
2004-03-05 09:59:05.000;24;42.37;26.62; 1560;2004-03-05 10:00:00.000
2004-03-05 11:59:34.000;24;35.13;36.46; 1005;2004-03-05 12:00:00.000
2004-03-05 13:59:38.000;24;36.70;35.48; 1789;2004-03-05 14:00:00.000
2004-03-05 16:00:31.000;24;33.57;42.17;966.4;2004-03-05 16:00:00.000
2004-03-05 18:00:10.000;24;30.46;47.82;205.7;2004-03-05 18:00:00.000
2004-03-05 20:00:07.000;24;28.85;50.53;186.6;2004-03-05 20:00:00.000
2004-03-05 22:00:01.000;24;27.03;53.79;186.6;2004-03-05 22:00:00.000
2004-03-06 00:00:02.000;24;25.91;55.53;177.0;2004-03-06 00:00:00.000
2004-03-06 02:00:02.000;24;24.65;57.83;167.4;2004-03-06 02:00:00.000
2004-03-06 04:00:02.000;24;24.47;57.96;167.4;2004-03-06 04:00:00.000
2004-03-06 06:00:02.000;24;23.78;59.54;167.4;2004-03-06 06:00:00.000
2004-03-06 08:00:02.000;24;27.59;52.65;928.1;2004-03-06 08:00:00.000
2004-03-06 10:00:03.000;24;34.71;39.14; 2095;2004-03-06 10:00:00.000
2004-03-06 12:00:12.000;24;36.36;38.41; 2402;2004-03-06 12:00:00.000
2004-03-06 14:00:10.000;24;36.44;38.78; 1483;2004-03-06 14:00:00.000
2004-03-06 16:00:03.000;24;35.08;41.12;554.9;2004-03-06 16:00:00.000
2004-03-06 18:00:03.000;24;31.57;48.04;224.8;2004-03-06 18:00:00.000
2004-03-06 20:00:05.000;24;29.83;50.89;186.6;2004-03-06 20:00:00.000
2004-03-06 21:59:42.000;24;28.63;52.47;186.6;2004-03-06 22:00:00.000
2004-03-07 00:00:45.000;24;27.51;54.05;186.6;2004-03-07 00:00:00.000
2004-03-07 02:00:37.000;24;24.99;59.41;1.794;2004-03-07 02:00:00.000
2004-03-07 03:59:34.000;24;24.33;60.06;1.794;2004-03-07 04:00:00.000
2004-03-07 06:00:13.000;24;23.67;61.12;1.794;2004-03-07 06:00:00.000
2004-03-07 08:00:10.000;24;28.89;49.47;775.0;2004-03-07 08:00:00.000
2004-03-07 09:59:35.000;24;35.64;39.28; 1942;2004-03-07 10:00:00.000
2004-03-07 12:00:05.000;24;36.92;40.62; 2402;2004-03-07 12:00:00.000
2004-03-07 14:00:20.000;24;38.29;36.64; 1636;2004-03-07 14:00:00.000
2004-03-07 16:00:06.000;24;37.57;38.87;736.7;2004-03-07 16:00:00.000
2004-03-07 18:00:17.000;24;34.01;45.35;215.3;2004-03-07 18:00:00.000
2004-03-07 20:00:13.000;24;31.46;49.74;186.6;2004-03-07 20:00:00.000
2004-03-07 22:00:03.000;24;30.28;51.42;196.1;2004-03-07 22:00:00.000
2004-03-08 00:00:11.000;24;29.54;51.59;186.6;2004-03-08 00:00:00.000
2004-03-08 02:00:13.000;24;28.55;52.65;186.6;2004-03-08 02:00:00.000
2004-03-08 04:00:04.000;24;27.76;53.44;186.6;2004-03-08 04:00:00.000
2004-03-08 06:00:16.000;24;27.18;54.31;186.6;2004-03-08 06:00:00.000
2004-03-08 08:00:12.000;24;40.66;33.18;851.6;2004-03-08 08:00:00.000
2004-03-08 10:00:16.000;24;47.15;27.01; 2095;2004-03-08 10:00:00.000
2004-03-08 12:00:01.000;24;41.83;33.09; 2402;2004-03-08 12:00:00.000
2004-03-08 14:00:12.000;24;42.09;31.63; 1866;2004-03-08 14:00:00.000
2004-03-08 16:00:31.000;24;39.15;34.03;698.5;2004-03-08 16:00:00.000
2004-03-08 17:59:30.000;24;32.61;42.63;215.3;2004-03-08 18:00:00.000
2004-03-08 20:00:31.000;24;33.17;42.26;196.1;2004-03-08 20:00:00.000
2004-03-08 22:00:01.000;24;32.34;42.35;196.1;2004-03-08 22:00:00.000
2004-03-09 00:00:07.000;24;31.42;42.81;196.1;2004-03-09 00:00:00.000
2004-03-09 02:00:14.000;24;29.45;45.30;1.196;2004-03-09 02:00:00.000
2004-03-09 03:59:46.000;24;28.21;46.61;1.196;2004-03-09 04:00:00.000
2004-03-09 06:00:13.000;24;27.69;47.64;1.196;2004-03-09 06:00:00.000
2004-03-09 07:59:02.000;24;39.80;30.54;775.0;2004-03-09 08:00:00.000
2004-03-09 10:00:02.000;24;36.66;36.74; 1942;2004-03-09 10:00:00.000
2004-03-09 11:59:44.000;24;38.52;37.15; 2402;2004-03-09 12:00:00.000
2004-03-09 14:00:02.000;24;38.10;39.56; 1789;2004-03-09 14:00:00.000
2004-03-09 16:00:02.000;24;34.75;45.03;698.5;2004-03-09 16:00:00.000
2004-03-09 18:00:03.000;24;30.90;52.52;215.3;2004-03-09 18:00:00.000
2004-03-09 20:00:08.000;24;31.21;51.95;196.1;2004-03-09 20:00:00.000
2004-03-09 22:00:12.000;24;30.66;53.26;196.1;2004-03-09 22:00:00.000

