timestamp;sensor;temp;umid;tsr;timestamp_10min
2004-02-29 00:00:18.000;17;16.99;40.16;0.455122;2004-02-29 00:00:00.000
2004-02-29 01:59:21.000;17;15.77;46.76;0.477046;2004-02-29 02:00:00.000
2004-02-29 03:59:48.000;17;16.25;46.24;0.40357;2004-02-29 04:00:00.000
2004-02-29 05:57:19.000;17;17.04;46.98;0.456649;2004-02-29 06:00:00.000
2004-02-29 08:00:22.000;17;17.16;40.58;1294.96;2004-02-29 08:00:00.000
2004-02-29 09:59:58.000;17;23.43;41.52;669.104;2004-02-29 10:00:00.000
2004-02-29 12:00:23.000;17;22.73;43.73;624.908;2004-02-29 12:00:00.000
2004-02-29 13:57:49.000;17;22.24;44.61;635.999;2004-02-29 14:00:00.000
2004-02-29 16:00:57.000;17;17.38;37.97;248.836;2004-02-29 16:00:00.000
2004-02-29 17:59:51.000;17;20.17;44.28;13.0644;2004-02-29 18:00:00.000
2004-02-29 19:59:28.000;17;17.00;47.76;7.91196;2004-02-29 20:00:00.000
2004-02-29 21:59:53.000;17;15.95;37.68;7.89159;2004-02-29 22:00:00.000
2004-02-29 23:59:53.000;17;17.37;45.47;6.00918;2004-03-01 00:00:00.000
2004-03-01 02:00:27.000;17;18.07;43.03;5.92667;2004-03-01 02:00:00.000
2004-03-01 03:59:28.000;17;17.64;44.76;5.60072;2004-03-01 04:00:00.000
2004-03-01 05:59:25.000;17;15.95;41.04;5.75587;2004-03-01 06:00:00.000
2004-03-01 08:00:04.000;17;20.29;36.75;96.2728;2004-03-01 08:00:00.000
2004-03-01 10:00:26.000;17;20.46;34.12;206.619;2004-03-01 10:00:00.000
2004-03-01 11:59:59.000;17;24.40;30.94;569.776;2004-03-01 12:00:00.000
2004-03-01 14:00:01.000;17;23.80;37.44;420.061;2004-03-01 14:00:00.000
2004-03-01 16:00:24.000;17;23.80;47.11;226.448;2004-03-01 16:00:00.000
2004-03-01 17:59:58.000;17;20.59;37.27;85.7543;2004-03-01 18:00:00.000
2004-03-01 20:00:21.000;17;18.71;35.68;93.1023;2004-03-01 20:00:00.000
2004-03-01 21:59:53.000;17;21.38;35.32;98.1284;2004-03-01 22:00:00.000
2004-03-01 23:59:53.000;17;16.72;41.92;89.681;2004-03-02 00:00:00.000
2004-03-02 01:59:54.000;17;16.93;43.13;0.447389;2004-03-02 02:00:00.000
2004-03-02 04:00:05.000;17;18.46;42.69;0.435204;2004-03-02 04:00:00.000
2004-03-02 05:59:45.000;17;18.65;51.14;0.48419;2004-03-02 06:00:00.000
2004-03-02 08:00:41.000;17;22.73;28.23;1435.14;2004-03-02 08:00:00.000
2004-03-02 09:59:41.000;17;24.47;35.71;1090.75;2004-03-02 10:00:00.000
2004-03-02 12:00:18.000;17;24.38;30.47;636.911;2004-03-02 12:00:00.000
2004-03-02 13:59:57.000;17;26.30;32.88;670.941;2004-03-02 14:00:00.000
2004-03-02 16:00:11.000;17;25.05;29.69;618.65;2004-03-02 16:00:00.000
2004-03-02 18:00:03.000;17;23.37;26.44;353.476;2004-03-02 18:00:00.000
2004-03-02 19:59:57.000;17;24.52;29.30;98.815;2004-03-02 20:00:00.000
