timestamp;sensor;temp;umid;tsr;timestamp_10min
2004-02-29 00:00:19.000;16;17.87;46.32;1.38;2004-02-29 00:00:00.000
2004-02-29 03:59:19.000;16;15.93;45.29;0.92;2004-02-29 04:00:00.000
2004-02-29 07:59:48.000;16;15.87;46.53;1847.36;2004-02-29 08:00:00.000
2004-02-29 11:59:59.000;16;21.18;37.04;1847.36;2004-02-29 12:00:00.000
2004-02-29 15:59:27.000;16;19.57;40.61;890.56;2004-02-29 16:00:00.000
2004-02-29 20:00:01.000;16;18.42;46.39;1.38;2004-02-29 20:00:00.000
2004-03-01 00:00:28.000;16;17.82;48.95;1.38;2004-03-01 00:00:00.000
2004-03-01 04:00:51.000;16;16.53;53.27;1.38;2004-03-01 04:00:00.000
2004-03-01 07:59:52.000;16;24.42;33.44;323.84;2004-03-01 08:00:00.000
2004-03-01 12:00:01.000;16;28.53;30.91;1847.36;2004-03-01 12:00:00.000
2004-03-01 15:59:51.000;16;22.86;39.24;625.6;2004-03-01 16:00:00.000
2004-03-01 20:00:07.000;16;20.48;41.03;46.92;2004-03-01 20:00:00.000
2004-03-01 23:59:39.000;16;18.17;48.78;43.24;2004-03-02 00:00:00.000
2004-03-02 03:59:27.000;16;15.55;52.56;0.92;2004-03-02 04:00:00.000
2004-03-02 07:59:54.000;16;26.43;27.70;1847.36;2004-03-02 08:00:00.000
2004-03-02 12:00:38.000;16;22.11;29.83;1847.36;2004-03-02 12:00:00.000
2004-03-02 15:59:29.000;16;21.74;34.16;1847.36;2004-03-02 16:00:00.000
2004-03-02 19:59:55.000;16;21.39;27.67;46.92;2004-03-02 20:00:00.000
2004-03-02 23:59:54.000;16;19.43;31.27;43.24;2004-03-03 00:00:00.000
2004-03-03 04:00:55.000;16;16.87;31.81;0.92;2004-03-03 04:00:00.000
2004-03-03 07:59:30.000;16;29.51;19.31;1847.36;2004-03-03 08:00:00.000
2004-03-03 12:02:02.000;16;22.26;28.67;1435.2;2004-03-03 12:00:00.000
2004-03-03 15:59:28.000;16;22.31;37.05;1847.36;2004-03-03 16:00:00.000
2004-03-03 19:59:56.000;16;22.15;36.51;46.92;2004-03-03 20:00:00.000
2004-03-03 23:59:59.000;16;18.62;43.58;0.92;2004-03-04 00:00:00.000
2004-03-04 04:00:32.000;16;16.64;43.27;0.92;2004-03-04 04:00:00.000
2004-03-04 08:00:34.000;16;18.18;44.63;1847.36;2004-03-04 08:00:00.000
2004-03-04 12:00:05.000;16;22.41;36.62;1847.36;2004-03-04 12:00:00.000
2004-03-04 16:00:09.000;16;20.95;44.51;1847.36;2004-03-04 16:00:00.000
2004-03-04 20:00:01.000;16;20.21;43.77;16.56;2004-03-04 20:00:00.000
2004-03-04 23:59:35.000;16;18.58;46.97;15.64;2004-03-05 00:00:00.000
2004-03-05 04:00:01.000;16;17.43;45.11;15.64;2004-03-05 04:00:00.000
2004-03-05 08:00:37.000;16;18.71;45.05;1847.36;2004-03-05 08:00:00.000
2004-03-05 11:59:33.000;16;21.35;39.53;1847.36;2004-03-05 12:00:00.000
2004-03-05 15:59:03.000;16;21.67;47.06;1847.36;2004-03-05 16:00:00.000
2004-03-05 19:59:34.000;16;20.92;43.72;18.4;2004-03-05 20:00:00.000
2004-03-06 00:00:37.000;16;19.20;43.89;17.48;2004-03-06 00:00:00.000
2004-03-06 04:00:03.000;16;18.21;46.06;17.48;2004-03-06 04:00:00.000
2004-03-06 08:00:04.000;16;20.75;41.47;1847.36;2004-03-06 08:00:00.000
2004-03-06 12:00:41.000;16;24.79;35.21;1847.36;2004-03-06 12:00:00.000
2004-03-06 15:59:38.000;16;24.25;34.97;1317.44;2004-03-06 16:00:00.000
2004-03-06 20:00:16.000;16;21.04;44.18;17.48;2004-03-06 20:00:00.000
2004-03-07 00:00:17.000;16;19.28;46.08;16.56;2004-03-07 00:00:00.000
2004-03-07 04:00:15.000;16;18.00;54.45;0.92;2004-03-07 04:00:00.000
2004-03-07 08:00:37.000;16;22.07;39.54;1847.36;2004-03-07 08:00:00.000
2004-03-07 12:00:16.000;16;24.91;37.54;1847.36;2004-03-07 12:00:00.000
2004-03-07 16:00:05.000;16;25.49;37.52;1847.36;2004-03-07 16:00:00.000
2004-03-07 20:00:13.000;16;22.27;46.79;1.38;2004-03-07 20:00:00.000
2004-03-08 00:00:07.000;16;20.96;42.84;1.38;2004-03-08 00:00:00.000
2004-03-08 03:59:35.000;16;19.97;48.56;1.38;2004-03-08 04:00:00.000
2004-03-08 08:00:09.000;16;21.73;41.58;1847.36;2004-03-08 08:00:00.000
2004-03-08 11:59:30.000;16;21.16;49.37;1847.36;2004-03-08 12:00:00.000
2004-03-08 16:00:08.000;16;20.92;46.97;1847.36;2004-03-08 16:00:00.000
2004-03-08 19:59:37.000;16;24.22;33.89;34.04;2004-03-08 20:00:00.000
2004-03-09 00:00:36.000;16;23.15;37.21;34.04;2004-03-09 00:00:00.000
2004-03-09 04:00:42.000;16;21.04;35.83;0.92;2004-03-09 04:00:00.000
2004-03-09 08:00:02.000;16;20.51;45.66;1847.36;2004-03-09 08:00:00.000
2004-03-09 12:00:40.000;16;20.49;49.52;1847.36;2004-03-09 12:00:00.000
2004-03-09 16:00:03.000;16;19.44;53.22;1847.36;2004-03-09 16:00:00.000
2004-03-09 20:00:12.000;16;22.63;50.26;18.4;2004-03-09 20:00:00.000

